Gene stable ID,Gene name,Gene Synonym,NCBI gene (formerly Entrezgene) ID
SPBC2D10.19c,alb1,,2540421
SPBC2D10.20,ubc1,,2540277
SPBC15D4.01c,klp9,,2539778
SPBC15D4.02,gsf1,,2539828
SPAC3G9.05,spa2,,2543517
SPNCRNA.87,,,
SPBC15D4.03,slm9,,2540128
SPAC1486.01,,,2542886
SPBC15D4.04,gpt2,,2539795
SPSNRNA.01,snu1,,
SPBC15D4.09c,,,2539747
SPNCRNA.1575,amo1-antisense-1,,
SPBC15D4.11c,,,2540143
SPBC15D4.14,taf73,,2539882
SPAC1486.03c,,,2542910
SPNCRNA.1577,taf73-antisense-1,,
SPAC6G10.05c,trs120,,2542375
SPNCRNA.896,SPAC6G10.06-antisense-1,,
SPBC13E7.11,rbd1,,2540108
SPNCRNA.1578,rpl102-antisense-1,,
SPAC6G10.11c,ubi3,,2541445
SPBC30D10.13c,pdb1,,2540273
SPAC6G9.04,spo7,,2541456
SPNCRNA.898,pcp1-antisense-1,,
SPBC30D10.12c,rsm27,,2540477
SPAC6G9.12,cfr1,,2541978
SPBC30D10.11,gpi1,,2540323
SPNCRNA.899,,,
SPBC30D10.21,mzm1,,14217716
SPBC30D10.05c,,,2540402
SPAPB1E7.04c,,,2543683
SPBC30D10.02,ncb2,,2540406
SPAPB1E7.05,gde1,,2543677
SPAPB1E7.07,glt1,,2543509
SPBC1778.03c,,,2540122
SPAC2E1P5.04c,cwg2,,2541514
SPAC26A3.01,sxa1,,3361468
SPBC1778.06c,fim1,,2539765
SPBC4C3.07,eif6,,2540868
SPAC26A3.06,bud23,,2542685
SPBC4C3.04c,dss4,,2540823
SPBC405.04c,ypt7,,2540763
SPAC26A3.08,smb1,,2542684
SPNCRNA.413,,,
SPNCRNA.414,,,
SPNCRNA.1584,ptn1-antisense-1,,
SPAC26A3.11,,,2542673
SPAC26A3.13c,Tf2-4,,2542672
SPBC609.04,caf5,,2541116
SPNCRNA.1585,caf5-antisense-1,,
SPRRNA.41,,,
SPAC26A3.14c,,,2541994
SPBC776.01,rpl29,,2541172
SPAC26A3.15c,nsp1,,2542668
SPBC776.05,,,2541180
SPAC8E11.12,,,14218012
SPNCRNA.903,SPAC8E11.08c-antisense-1,,
SPBTRNALEU.09,,,
SPAC8E11.05c,,,2542654
SPBC21.03c,,,2540783
SPAC8E11.03c,dmc1,,2542106
SPBC21.06c,cdc7,,2540660
SPNCRNA.905,SPAC8E11.01c-antisense-1,,
SPNCRNA.1588,spn7-antisense-1,,
SPAC959.07,rps403,,2543486
SPBC19F8.02,nud3,,2540736
SPAC959.09c,apc5,,2543355
SPNCRNA.1589,SPBC19F8.04c-antisense-1,,
SPAP32A8.02,,,2541584
SPSNRNA.05,snu5,,
SPBC19F8.05,,,2540748
SPAC3H5.08c,,,2543641
SPAC3H5.06c,pol1,,2543629
SPBC19F8.08,rps401,,2540649
SPAC3H5.04,aar2,,2543611
SPBC25H2.16c,gga22,,2540570
SPAC3A11.10c,,,2543080
SPNCRNA.909,,,
SPNCRNA.910,,,
SPBC25H2.15,,,2540619
SPAC3A11.04,,,2543056
SPBC25H2.09,,,2540563
SPBC25H2.07,tif11,,2540521
SPBC25H2.04c,tim22,,2540483
SPNCRNA.1590,gar1-antisense-1,,
SPBC20F10.01,gar1,,2540705
SPAC328.03,tps1,,2542660
SPBC20F10.02c,,,2540697
SPAC328.05,,,2542567
SPAC328.10c,rps502,,2541712
SPBC17D11.02c,hrd1,,2539900
SPNCRNA.913,shd1-antisense-1,,
SPAC16E8.07c,vph1,,2542310
SPBC17D11.07c,rpn2,,2540191
SPBC17D1.04,acr1,,2539830
SPAC16E8.08,pos1,,2542328
SPNCRNA.112,,,
SPAC16E8.10c,rsm7,,2542330
SPBC17D1.06,dbp3,,2540213
SPAC16E8.11c,tfb1,,2542336
SPBC11C11.01,,,2539748
SPAC1B1.01,deb1,,2542539
SPBC11C11.06c,,,2539978
SPAC1B1.04c,pan3,,2542552
SPBTRNAPRO.08,,,
SPNCRNA.916,,,
SPAC17A2.05,osm1,,2542206
SPAC17A2.09c,csx1,,2542151
SPAC17G6.03,,,2542289
SPNCRNA.226,,,
SPBC11C11.08,srp1,,2539818
SPAC17G6.04c,cpp1,,2542380
SPBC11C11.09c,rpl502,,2539680
SPAC17G6.06,rps2401,,2542430
SPBC11C11.10,pus4,,2540023
SPAC17G6.13,slt1,,2542443
SPBC11C11.11c,,,2539613
SPAC17G6.14c,uap56,,2542433
SPBC3B8.11,rrn6,,2540951
SPAC17G6.17,pof8,,2542194
SPAC1142.02c,,,2542401
SPAC1142.03c,swi2,,3361456
SPBC3B8.10c,nem1,,2541021
SPNCRNA.115,,,
SPAC1142.05,ctr5,,2542949
SPAC1142.09,,,2543033
SPNCRNA.927,ain1-antisense-1,,
SPAC15A10.09c,pun1,,2542748
SPBC13A2.04c,ptr2,,2540201
SPAC15A10.13,ppk3,,2542741
SPNCRNA.1598,,,
SPBC4B4.01c,ptk1,,2540815
SPAC15A10.16,bud6,,2542756
SPBC4B4.09,usp105,,2540869
SPAC15E1.02c,,,2542758
SPNCRNA.931,grx2-antisense-1,,
SPNCRNA.84,IRC1-L,,
SPBC4B4.10c,atg5,,2540814
SPATRNAALA.04,,,
SPATRNAGLU.04,,,
SPNCRNA.234,,,
SPNCRNA.936,rad50-antisense-1,,
SPBC2G2.01c,liz1,,2540342
SPAC1556.08c,cbs2,,5802929
SPBC2G2.06c,apl1,,2540375
SPAC1F12.05,any2,,2542260
SPBC2G2.08,ade9,,2540300
SPBC2G2.10c,mug110,,2540351
SPAC1F12.08,cab4,,2541427
SPBC2G2.12,hrs1,,2540472
SPAC1F12.10c,,,2541641
SPBC2G2.16,,,2540428
SPBC1718.02,hop1,,2540064
SPAC4H3.05,srs2,,2543577
SPBC1718.03,ker1,,2539675
SPAC4H3.06,,,2543582
SPNCRNA.940,,,
SPAC4H3.10c,pyk1,,2543557
SPNCRNA.236,,,
SPNCRNA.510,,,
SPBC1718.07c,zfs1,,2539958
SPNCRNA.1604,,,
SPAC4H3.12c,,,2543552
SPNCRNA.1606,,,
SPBC1105.01,,,3361337
SPNCRNA.574,cbp1-antisense-1,,
SPBC1105.06,pmc4,,2539994
SPBC1105.08,emp70,,2540158
SPBC887.22,new19,,14217705
SPBC1105.16c,rpr2,,2539745
SPBC887.01,,,2541231
SPBC887.02,,,2541132
SPAC1071.02,mms19,,2541536
SPBC887.03c,noc3,,2541230
SPNCRNA.237,,,
SPNCRNA.92,,,
SPNCRNA.944,,,
SPNCRNA.945,,,
SPBC887.10,mcs4,,2541209
SPNCRNA.946,SPAC926.02-antisense-1,,
SPRRNA.18,,,
SPBC887.11,pus2,,2541236
SPAC2F3.01,imt1,,3361432
SPBC887.15c,sur2,,2541225
SPAC2F3.17c,lsm6,,2541997
SPBC887.16,,,2541215
SPAC2F3.05c,,,2541958
SPNCRNA.950,,,
SPBC887.17,,,2541241
SPBC887.18c,hfi1,,2541202
SPBC16D10.01c,,,2539899
SPAC2F3.11,,,2541853
SPNCRNA.1620,pgp2-antisense-1,,
SPNCRNA.1627,rng9-antisense-1,,
SPAC2F3.13c,,,
SPBP8B7.03c,rpl402,,2541344
SPAC2F3.12c,plp1,,3361430
SPAC2F3.14c,saf2,,2541616
SPBP8B7.04,mug45,,2541376
SPNCRNA.239,,,
SPNCRNA.575,SPBP8B7.10c-antisense-1,,
SPNCRNA.1629,SPBP8B7.18c-antisense-1,,
SPAC11G7.02,pub1,,2541818
SPAC11G7.03,idh1,,2541894
SPNCRNA.953,,,
SPAPB15E9.03c,Tf2-5,,2538755
SPAPB15E9.03c,Tf2-5,,2541991
SPAPB15E9.03c,Tf2-5,,3361422
SPBP8B7.21,ubp3,,2541378
SPAC27E2.02,yih1,,2541824
SPBP8B7.29,abz1,,2541382
SPNCRNA.955,SPAC27E2.02-antisense-1,,
SPNCRNA.1631,,,
SPAC27E2.04c,mug155,,2542034
SPBC19F5.02c,utp4,,2540514
SPAC27E2.12,,,5802943
SPBC25D12.06,,,2540404
SPAC27E2.06c,msm1,,2541577
SPBC13G1.14c,,,2539695
SPBC13G1.01c,nam9,,2540056
SPAC19G12.01c,cut20,,2542615
SPBC13G1.03c,pex14,,2540079
SPAC19G12.04,dal1,,2542470
SPBC13G1.05,,,2539819
SPATRNALEU.04,,,
SPBC13G1.07,swf1,,2539719
SPAC23A1.03,apt1,,2542022
SPBC13G1.10c,mug81,,2539673
SPBC13G1.16,,,14217845
SPAC19G12.13c,poz1,,2542244
SPBC13G1.12,did2,,2539670
SPAC23A1.04c,mnl1,,2541981
SPBC31F10.04c,srb4,,2540294
SPAC23A1.11,rpl1602,,2542006
SPAC23A1.16c,rtr1,,2542005
SPNCRNA.341,,,
SPAC26H5.02c,,,2542096
SPAC26H5.03,pcf2,,2542071
SPAC26H5.10c,tif51,,2542694
SPAC26H5.13c,kei1,,2541523
SPAC25B8.03,psd2,,2541447
SPAC25B8.04c,mss51,,2541593
SPAC25B8.10,,,2541626
SPAC25B8.15c,,,2542730
SPBC31F10.10c,,,2540322
SPAC25B8.18,,,2542735
SPAC25B8.19c,loz1,,2542738
SPAC683.02c,,,2543491
SPBC31F10.15c,atp15,,2540229
SPBC31F10.16,,,2540240
SPAC694.04c,,,2543308
SPBC21C3.04c,,,2540621
SPBC21C3.06,,,2540417
SPBTRNATYR.04,,,
SPBC21C3.16c,spt4,,2540700
SPBC23E6.05,arx1,,2540457
SPBC211.07c,ubc8,,2540738
SPBC1604.19c,trs8501,,2539665
SPAC694.06c,mrc1,,2543240
SPBC1604.13c,mrpl32,,2539681
SPAC1F7.10,,,2541822
SPBC1604.09c,rex4,,2540203
SPAC1F7.12,yak3,,2541648
SPAC1F7.13c,rpl801,,5802952
SPAC21E11.03c,pcr1,,2542047
SPBC1604.08c,imp1,,2539928
SPBC1604.06c,noc4,,2539987
SPAC2C4.03c,smd2,,2542480
SPBC1604.05,pgi1,,2539625
SPNCRNA.1648,SPBC1604.04-antisense-1,,
SPAC2C4.06c,,,2542630
SPSNRNA.07,snu32,,
SPAC2C4.12c,tpt1,,2541572
SPNCRNA.1651,,,
SPBC26H8.08c,grn1,,2540469
SPAC2C4.14c,ppk11,,2541473
SPBC26H8.09c,snf59,,2540474
SPAC2C4.16c,rps801,,2541491
SPNCRNA.974,,,
SPNCRNA.976,,,
SPBC26H8.10,dis3,,2540398
SPAC25G10.01,,,3361412
SPBC26H8.11c,,,2540376
SPBC3B9.01,fes1,,2540288
SPAC25G10.02,cce1,,2542736
SPBC3B9.05,hot15,,2540485
SPAC25G10.08,,,2542090
SPAC27F1.02c,cdc8,,2541940
SPAC27F1.04c,nuf2,,2542004
SPAC27F1.05c,,,2541971
SPBC3B9.22c,dad4,,5802828
SPNCRNA.978,SPAC27F1.10-antisense-1,,
SPBC3B9.15c,scp1,,2541065
SPAC27F1.08,pdt1,,2542283
SPAC27F1.09c,prp10,,2541619
SPAC23D3.04c,gpd2,,2541502
SPAC23D3.08,usp108,,2541487
SPAC23D3.17,,,9407075
SPBC215.02,bob1,,2540664
SPAC23D3.13c,,,2541486
SPAC30.02c,,,2542458
SPBC215.05,gpd1,,2540455
SPAC30.03c,tsn1,,2541714
SPBC215.06c,,,2540743
SPAC29E6.02,prp3,,2541686
SPBC215.10,,,2540671
SPAC29E6.10c,nst1,,2542488
SPNCRNA.986,srp2-antisense-1,,
SPBC215.11c,,,2540698
SPBC215.13,,,2540669
SPAC16.02c,srp2,,2542772
SPNCRNA.437,,,
SPNCRNA.1662,rev1-antisense-1,,
SPAC16.03c,ura2,,2542745
SPNCRNA.1663,meu14-antisense-1,,
SPBC1347.04,tim54,,2540096
SPAC9E9.02,,,5802957
SPNCRNA.105,,,
SPAC9E9.01,,,2543299
SPNCRNA.12,prl12,,
SPNCRNA.988,,,
SPBC1347.08c,,,2539891
SPAC9E9.06c,,,2542653
SPNCRNA.989,,,
SPBC1347.12,arp1,,2539676
SPBC1347.13c,mrm1,,2539800
SPNCRNA.1671,SPBC56F2.03-antisense-1,,
SPAC9E9.10c,cbh1,,2543290
SPBC56F2.01,pof12,,2540914
SPNCRNA.311,,,
SPBC56F2.14,mrpl44,,3361356
SPAC17C9.15c,,,2542202
SPBC1861.01c,cnp3,,2539620
SPNCRNA.1674,,,
SPAC17C9.09c,tim13,,2542145
SPAC27D7.02c,,,2541525
SPBC1861.03,mak10,,2539689
SPAC27D7.05c,apc14,,2542211
SPNCRNA.248,,,
SPBC14F5.04c,pgk1,,2539764
SPRRNA.37,,,
SPBC14F5.07,doa10,,2539855
SPBC14F5.08,med7,,2539773
SPAC637.07,moe1,,2543412
SPBC14F5.11c,mug186,,2539722
SPAC637.08,nbp35,,2543416
SPNCRNA.563,SPAC637.08-antisense-1,,
SPAC637.09,,,2543505
SPBC14F5.12c,cbh2,,2539728
SPNCRNA.249,,,
SPBC3F6.05,rga1,,2541022
SPAC12B10.03,bun62,,2542950
SPNCRNA.1001,pby1-antisense-1,,
SPBC342.01c,alg6,,2540993
SPBC342.02,qrs1,,2540978
SPBC342.04,rpn1301,,2540980
SPAC12B10.07,acp1,,2542679
SPBTRNAASN.04,,,
SPAC12B10.06c,emi5,,2542705
SPRRNA.38,,,
SPNCRNA.1680,rtt109-antisense-1,,
SPAC12B10.09,pet801,,2542695
SPNCRNA.1002,exg2-antisense-1,,
SPBC16G5.01,rpn12,,2540025
SPAC12B10.11,exg2,,2542987
SPBC16G5.05c,scs2,,2540009
SPBC16G5.07c,,,2539877
SPAC12B10.13,gid8,,2543008
SPBC16G5.09,,,2540202
SPAC12B10.14c,tea5,,2543100
SPNCRNA.1004,SPAC1093.07-antisense-1,,
SPBC16G5.13,ptf2,,2539706
SPNCRNA.497,,,
SPBC1652.01,,,3361360
SPAC1093.01,ppr5,,2542921
SPNCRNA.1011,ade2-antisense-1,,
SPNCRNA.114,,,
SPAC144.03,ade2,,2542823
SPBC16A3.16,coa5,,2539684
SPAC144.08,,,2542900
SPBC16A3.09c,ufd1,,2539623
SPAC144.12,rki1,,2542821
SPAC144.13c,srw1,,2542824
SPAC144.16,cia2,,2542897
SPNCRNA.1016,,,
SPAC1834.03c,hhf1,,2542463
SPBC16A3.07c,nrm1,,2539737
SPAC1834.07,klp3,,2542195
SPBC543.04,npr3,,2541073
SPAC1834.10c,,,2542624
SPNCRNA.1018,SPAC1834.13-antisense-1,,
SPBC543.06c,dbp8,,2541069
SPAC1834.13,,,14218043
SPAC458.05,pik3,,2543444
SPAPYUG7.02c,sin1,,2542972
SPAPYUG7.03c,mid2,,2542683
SPNCRNA.1022,sdu1-antisense-1,,
SPBC543.07,pek1,,2540919
SPBC543.09,yta12,,2541079
SPAPYUG7.06,sdu1,,2542933
SPAC11H11.02c,mug162,,2543014
SPBC16C6.01c,,,2540125
SPAC11H11.06,arp2,,5802965
SPAC22F8.03c,,,2541904
SPBC16C6.03c,,,2539890
SPAC22F8.04,pet1,,2541895
SPBC16C6.06,vps10,,2539861
SPNCRNA.1024,,,
SPNCRNA.1687,vps10-antisense-1,,
SPATRNAALA.06,,,
SPBC16C6.10,chp2,,2540047
SPBC16C6.11,rpl3201,,2540135
SPAC22F8.10c,sap145,,2541609
SPNCRNA.1026,fus1-antisense-1,,
SPBC16C6.12c,las1,,2540034
SPAC20G4.07c,erg4,,2541740
SPBC16C6.13c,sec27,,2540050
SPNCRNA.441,,,
SPAC4F10.03c,trm7,,2543625
SPBC1539.03c,arg41,,2539950
SPAC4F10.05c,lip2,,2543640
SPNCRNA.1688,,,
SPAC4F10.16c,,,2543523
SPBC1539.04,tts1,,2539923
SPBC1539.05,cog3,,2539758
SPAC19B12.03,bgs3,,2542591
SPAC19B12.05c,fcp1,,2542225
SPAC19B12.09,srp14,,2542565
SPAC19B12.12c,yip11,,2542486
SPBC1539.08,arf6,,2539937
SPAC19B12.13,cox1102,,5802969
SPAPB8E5.02c,rpn502,,2543347
SPAPB8E5.06c,rpl302,,2543309
SPBC1289.11,spf38,,2539984
SPBC1289.17,Tf2-11,,2540036
SPBC8E4.04,,,2541256
SPNCRNA.1692,,,
SPNCRNA.444,,,
SPAC1B3.03c,wis2,,2542541
SPNCRNA.117,,,
SPNCRNA.564,SPAC1B3.04c-antisense-1,,
SPSNORNA.42,snR90,,
SPBPB2B2.01,,,2541403
SPBPB2B2.02,mug180,,2541394
SPAC1B3.06c,,,2542230
SPAC1B3.21,coa3,,14217902
SPAC1B3.20,,,2542570
SPBPB2B2.13,gal1,,2541380
SPAC1B3.13,nan1,,2542217
SPBPB2B2.14c,,,2541408
SPAC1B3.17,clr2,,2542596
SPBPB2B2.17c,,,2541410
SPAC1B3.18c,mrps18,,2542616
SPBPB2B2.19c,,,2541343
SPBC1348.02,,,2541576
SPBC1348.04,,,2542944
SPBC1348.06c,,,2541415
SPBC1348.06c,,,2543138
SPNCRNA.287,,,
SPBPB8B6.02c,,,3361185
SPBPB21E7.02c,,,3361183
SPNCRNA.1303,,,
SPNCRNA.1306,,,
SPNCRNA.1307,SPBPB10D8.02c-antisense-1,,
SPBPB10D8.03,,,
SPAC1952.05,gcn5,,2542513
SPNCRNA.1040,SPAC1952.08c-antisense-1,,
SPBPB10D8.06c,,,2541374
SPBPB10D8.06c,,,2541401
SPNCRNA.290,,,
SPAC1952.09c,,,2542515
SPBC359.01,,,2540923
SPBC359.02,alr2,,2540953
SPAC1952.11c,ure2,,2542563
SPNCRNA.1310,,,
SPAC1952.14c,mrpl25,,2542604
SPNCRNA.257,,,
SPBC359.03c,aat1,,2541042
SPAC1952.16,rga9,,2542132
SPBC359.05,abc3,,2540937
SPAC1952.17c,,,2542551
SPNCRNA.294,,,
SPNCRNA.296,,,
SPNCRNA.297,,,
SPNCRNA.1318,,,
SPAC890.02c,alp7,,2543382
SPBC1683.08,ght4,,2539710
SPBC1683.13c,cha4,,2540000
SPNCRNA.1320,fmd2-antisense-1,,
SPBC1198.02,dea2,,2540066
SPBC1198.04c,zas1,,2539907
SPNCRNA.1322,SPBC1198.05-antisense-1,,
SPBC1198.07c,,,2539836
SPAC890.03,ppk16,,2543567
SPBC1198.08,,,2539648
SPNCRNA.1325,,,
SPAC22E12.03c,sdj1,,2541772
SPNCRNA.52,prl52,,
SPAC22E12.04,ccs1,,2541803
SPBC660.05,,,2541133
SPAC22E12.06c,gmh3,,2541748
SPNCRNA.1043,gmh3-antisense-1,,
SPBC660.13c,ssb1,,2541158
SPBC660.14,mik1,,2540885
SPNCRNA.62,prl62,,
SPBC660.16,,,2541146
SPBC31E1.03,hub1,,2540389
SPAC22E12.11c,set3,,2541899
SPBC31E1.06,bms1,,2540390
SPBC800.02,whi5,,2540918
SPNCRNA.1331,clr3-antisense-1,,
SPBTRNAGLN.01,,,
SPBC800.08,gcd10,,2540699
SPNCRNA.299,,,
SPNCRNA.1334,,,
SPNCRNA.1335,SPBC800.12c-antisense-1,,
SPBC800.13,cnp20,,2540915
SPAC22E12.14c,sck2,,2541867
SPBC1773.01,far8,,2539970
SPAC2E12.02,hsf1,,2541888
SPBC1773.02c,bcp1,,2539615
SPBC1773.08c,omh4,,2540179
SPBC1773.12,,,2540137
SPAC1006.03c,red1,,2543254
SPBTRNAGLY.05,,,
SPAC1006.08,etd1,,2543001
SPNCRNA.1340,,,
SPBC1271.15c,,,2540181
SPAC1250.04c,atl1,,2541704
SPNCRNA.103,sme2,,
SPBC1271.13,mrpl8,,2540205
SPAC1250.03,ubc14,,2541565
SPBC1271.11,pet802,,2540171
SPBC1271.08c,,,2539866
SPAC1250.01,snf21,,2542638
SPBC106.06,cct4,,2540053
SPBC106.07c,,,2540058
SPBC106.12c,tho4,,2540184
SPBC428.02c,eca39,,2540831
SPNCRNA.1358,,,
SPBC428.03c,pho4,,2540606
SPBC428.04,apq12,,2541009
SPBC428.07,meu6,,2540776
SPNCRNA.534,,,
SPSNRNA.04,snu4,,
SPBC428.12c,,,2540852
SPBC428.15,,,2540972
SPAC29A4.18,prw1,,2541804
SPBC428.17c,wpl1,,2540860
SPAC29A4.16,hal4,,2542804
SPBC428.20c,alp6,,2540690
SPAC29A4.13,ure6,,2542355
SPNCRNA.1048,,,
SPNCRNA.1049,rrn5-antisense-1,,
SPAC29A4.10,rrn5,,2542734
SPAC29A4.07,srb6,,2542413
SPBC902.02c,ctf18,,2541270
SPNCRNA.1051,cbf5-antisense-1,,
SPBC1685.05,,,2539936
SPNCRNA.1365,,,
SPAC29A4.02c,,,2542298
SPBC1685.09,rps29,,2539643
SPAC26F1.13c,lrs1,,2542670
SPNCRNA.133,,,
SPAC26F1.11,,,2542676
SPAC26F1.08c,,,2542709
SPAC26F1.06,gpm1,,2542085
SPAPJ691.02,,,2543316
SPAC13D1.01c,Tf2-7,,2542763
SPAC19D5.01,pyp2,,2542200
SPAC19D5.02c,pex22,,2542392
SPAC19D5.03,cid1,,2542420
SPBC354.05c,sre2,,2541044
SPNCRNA.1060,ctf8-antisense-1,,
SPBC354.06,mrps16,,2541005
SPAC14C4.01c,,,2541681
SPNCRNA.1370,,,
SPNCRNA.1371,SPBC354.08c-antisense-1,,
SPAC19D5.07,uga1,,2542494
SPAC14C4.08,mug5,,2541696
SPBC354.09c,,,2540952
SPAC14C4.14,atp1,,2541526
SPBC354.11c,,,2540963
SPAPJ760.02c,abp1,,2542979
SPNCRNA.313,,,
SPNCRNA.1064,,,
SPNCRNA.1065,,,
SPBC354.13,rga6,,2540304
SPBC1706.03,fzo1,,2539859
SPAC2H10.02c,nas2,,2543070
SPAC11E3.03,csm1,,3361562
SPBC839.02,,,2541205
SPBC839.04,rpl803,,2541191
SPBTRNALYS.06,,,
SPBC839.05c,rps1701,,2541229
SPAC11E3.08c,nse6,,2541512
SPNCRNA.318,,,
SPNCRNA.1070,ofd2-antisense-1,,
SPBC839.07,ibp1,,2541214
SPAP8A3.04c,hsp9,,2542035
SPBC839.09c,mrp21,,2541198
SPAP8A3.05,ski7,,2541693
SPBC839.11c,hut1,,2541206
SPBC839.16,thf1,,2541217
SPBC947.06c,,,2541275
SPBC947.05c,frp2,,2541227
SPAP8A3.07c,,,2542597
SPNCRNA.1072,SPAP8A3.07c-antisense-1,,
SPBC947.01,knk1,,2541249
SPNCRNA.525,,,
SPBPJ4664.02,,,2541363
SPBC119.03,,,2540074
SPNCRNA.324,,,
SPNCRNA.325,,,
SPAP8A3.08,cdc4,,2541699
SPBC119.05c,lsb1,,2539945
SPNCRNA.1075,new12-antisense-1,,
SPBC119.06,sco1,,2539826
SPNCRNA.1076,sum1-antisense-1,,
SPNCRNA.1077,SPAC4D7.06c-antisense-1,,
SPBC119.07,ppk19,,2539996
SPBC119.09c,,,2540054
SPBC119.11c,pac1,,2540084
SPBC119.12,rud3,,2540061
SPBC119.14,rti1,,2540121
SPBC577.09,ckn1,,2540861
SPBC577.11,,,2541082
SPBC577.13,syj2,,2541098
SPBC577.15c,sim3,,2540895
SPBC530.03c,bag102,,2540564
SPBC530.07c,,,2540889
SPBTRNAGLU.05,,,
SPBC36.13,,,14217571
SPAC4D7.11,dsc4,,2543396
SPAC4D7.12c,fet5,,2543397
SPBC36.09,sap61,,2540932
SPBC36.10,,,2540922
SPBC713.02c,ubp15,,2541131
SPBC713.04c,pwp2,,2541182
SPBC713.07c,,,2541140
SPNCRNA.332,,,
SPBC216.01c,psy2,,2540726
SPBC646.06c,agn2,,2541122
SPBC646.11,cct6,,2541128
SPNCRNA.1399,,,
SPAC3G6.01,hrp3,,2543064
SPNCRNA.334,,,
SPNCRNA.1079,rad2-antisense-1,,
SPBP35G2.16c,ecl2,,9407128
SPAC3G6.10c,vps51,,2543127
SPBP35G2.17,,,14217575
SPAC29B12.01,ino80,,3361566
SPNCRNA.1082,sec16-antisense-1,,
SPNCRNA.1083,,,
SPBP35G2.03c,sgo1,,2541326
SPAC29B12.10c,pgt1,,2542082
SPATRNASER.04,,,
SPAC29B12.12,,,2542713
SPBP35G2.07,ilv1,,2541345
SPAC29B12.13,,,2542706
SPBP35G2.09,usp103,,2541289
SPBP35G2.12,,,2541356
SPAC1039.02,,,2543024
SPAC1039.07c,,,2542926
SPBC146.05c,cwf25,,2539683
SPAC1039.09,isp5,,2543028
SPBC146.10,mug57,,2540094
SPBC146.11c,mug97,,2540153
SPAC922.04,,,2543561
SPNCRNA.1406,rhn1-antisense-1,,
SPAC922.07c,atd2,,2543659
SPBC337.05c,cct8,,2540305
SPNCRNA.1090,atd2-antisense-1,,
SPAC869.10c,put4,,2543679
SPAC869.09,,,2543507
SPNCRNA.279,,,
SPBC337.06c,cwf15,,2540983
SPAC869.05c,,,2543130
SPBC337.10c,,,2540921
SPNCRNA.280,,,
SPNCRNA.281,,,
SPAC869.02c,,,2542104
SPBC337.12,red5,,2540291
SPNCRNA.283,,,
SPAC186.03,,,2542491
SPBC1734.05c,spf31,,2539772
SPNCRNA.498,,,
SPAC186.08c,,,2542569
SPNCRNA.567,atp3-antisense-1,,
SPBC1734.16c,pst3,,2539793
SPAC750.01,,,3361570
SPNCRNA.1411,cyp3-antisense-1,,
SPNCRNA.1412,erg27-antisense-1,,
SPAC750.04c,,,2542627
SPBC1709.08,cft1,,2539694
SPAC750.06c,,,2541646
SPBC1709.12,rid1,,2539894
SPBC409.04c,mis12,,2540494
SPAC212.10,,,
SPAC212.08c,,,2542009
SPBC409.06,uch2,,2540956
SPAC212.07c,,,
SPNCRNA.1415,,,
SPAC212.05c,,,
SPBC409.08,,,2541015
SPAC212.03,,,2542026
SPBC409.23,tam7,,14217816
SPNCRNA.1418,mrps17-antisense-1,,
SPAC212.01c,,,2542040
SPNCRNA.1419,SPBC409.16c-antisense-1,,
SPAC977.04,,,3361386
SPAC977.06,,,2543115
SPAPJ695.02,,,14218113
SPAC1F8.05,isp3,,2541879
SPAC1F8.06,fta5,,2541854
SPNCRNA.608,,,
SPBC409.20c,psh3,,2540800
SPNCRNA.569,rtt10-antisense-1,,
SPAC11D3.05,mfs2,,2542991
SPNCRNA.610,SPAC11D3.15-antisense-1,,
SPAC11D3.18c,,,2543005
SPNCRNA.612,SPAC5H10.01-antisense-1,,
SPBC4.07c,rpt2,,2540939
SPAC5H10.02c,hsp3102,,2541799
SPNCRNA.613,hsp3102-antisense-1,,
SPRRNA.10,,,
SPAC5H10.05c,,,2542621
SPBC725.01,,,2541186
SPAC5H10.06c,adh4,,
SPAC5H10.09c,ecm31,,2542731
SPNCRNA.616,SPAC5H10.12c-antisense-1,,
SPAC13G6.01c,rad8,,3361391
SPBC725.02,mpr1,,2541178
SPAC13G6.02c,rps101,,2542817
SPAC13G6.03,gpi7,,2542835
SPAC13G6.07c,rps601,,2542870
SPNCRNA.619,,,
SPBC725.09c,hob3,,2541160
SPAC13G6.11c,erg12,,2542818
SPBC725.12,nbl1,,2541173
SPAC24B11.10c,cfh1,,2541607
SPBC725.14,arg6,,2541183
SPAC24B11.12c,,,2541560
SPBC725.17c,rrn11,,2541184
SPAC806.02c,,,2542122
SPBC651.02,,,2541127
SPNCRNA.1422,SPBC651.02-antisense-1,,
SPAC806.07,ndk1,,2543111
SPBC651.07,,,14217743
SPNCRNA.631,trk2-antisense-1,,
SPBC31A8.02,,,
SPBC3D6.07,gpi3,,2540986
SPBC3D6.08c,lsm1,,2540520
SPAC1F5.09c,shk2,,2541468
SPBC3D6.11c,slx8,,2540618
SPAC1F5.06,lsh1,,2541537
SPNCRNA.570,,,
SPNCRNA.148,,,
SPBC30B4.05,kap109,,2540419
SPAC18B11.08c,,,2542581
SPBC27B12.02,mis19,,2540369
SPAC18B11.07c,rhp6,,2542622
SPBC27B12.06,gpi13,,2540594
SPAC18B11.05,gpi18,,2542588
SPNCRNA.1431,,,
SPAC12G12.16c,,,2543216
SPBC27B12.13,tom40,,2540506
